,ISBN,Title,Author,PublicationYear,Subjects,ItemType,avg sales per year
1281678, 9780764165818,James Mayhew presents Ella Bella ballerina and The Nutcracker.,"Mayhew, James, 1964-",2012.,"Ballet Juvenile fiction, Ballerinas Juvenile fiction, Tchaikovsky Peter Ilich 1840 1893 Nutcracker suite Fiction",jcbk,119.5
4154660,0316265128,Teachers rock! / Todd Parr.,"Parr, Todd",2016.,"Teachers Juvenile fiction, Schools Juvenile fiction, Teachers Fiction, Schools Fiction",jcbk,119.5
228231, 110191145X,The hopefuls / Jennifer Close.,"Close, Jennifer",2016.,"Married people Washington D C Fiction, Political culture Washington D C Fiction, Washington D C Social life and customs 21st century Fiction, Political fiction, Domestic fiction, Humorous fiction",acbk,119.5
3833744,015206057X,Ten little fingers and ten little toes / Mem Fox ; [illustrations by] Helen Oxenbury.,"Fox, Mem, 1946-",2008.,"Infants Juvenile fiction, Babies Fiction, Fingers Juvenile fiction, Toes Juvenile fiction, Stories in rhyme Juvenile fiction",jcbk,119.5
2573883, 9781742201368,Seattle.,"Sainsbury, Brendan",2014.,Seattle Wash Guidebooks,acbk,119.5
228230,1101875615,The hopefuls / Jennifer Close.,"Close, Jennifer",2016.,"Married people Washington D C Fiction, Political culture Washington D C Fiction, Washington D C Social life and customs 21st century Fiction, Political fiction, Domestic fiction, Humorous fiction",acbk,119.5
644334,076416581X,James Mayhew presents Ella Bella ballerina and The Nutcracker.,"Mayhew, James, 1964-",2012.,"Ballet Juvenile fiction, Ballerinas Juvenile fiction, Tchaikovsky Peter Ilich 1840 1893 Nutcracker suite Fiction",jcbk,119.5
3402748, 9781681443898,Coffin Road / Peter May.,"May, Peter, 1951-",2016.,"Amnesiacs Fiction, Murder Investigation Fiction, Fathers and daughters Fiction, Secrecy Fiction, Western Isles Scotland Fiction, Detective and mystery fiction, Thrillers Fiction",acbk,119.5
2552511,1681443899,Coffin Road / Peter May.,"May, Peter, 1951-",2016.,"Amnesiacs Fiction, Murder Investigation Fiction, Fathers and daughters Fiction, Secrecy Fiction, Western Isles Scotland Fiction, Detective and mystery fiction, Thrillers Fiction",acbk,119.5
1836351,1597073709,"Garfield & Co. 7, Home for the holidays / [original stories by Jim Davis and Mark Evanier ; Cedric Michiels, comics adaptation ; Joe Johnson, translations ; Janice Chiang, lettering].",0,2012.,"Garfield Fictitious character Comic books strips etc, Cats Comic books strips etc, Human animal relationships Comic books strips etc, Cartoons and comics, Comic books strips etc, Graphic novels",jcbk,119.5
94963, 9781597073707,"Garfield & Co. 7, Home for the holidays / [original stories by Jim Davis and Mark Evanier ; Cedric Michiels, comics adaptation ; Joe Johnson, translations ; Janice Chiang, lettering].",0,2012.,"Garfield Fictitious character Comic books strips etc, Cats Comic books strips etc, Human animal relationships Comic books strips etc, Cartoons and comics, Comic books strips etc, Graphic novels",jcbk,119.5
3856282,1416939997,Orange pear apple bear / Emily Gravett.,"Gravett, Emily",2007.,"Bears Juvenile fiction, Plays on words Juvenile fiction",jcbk,119.45454545454545
3856283, 9781416939993,Orange pear apple bear / Emily Gravett.,"Gravett, Emily",2007.,"Bears Juvenile fiction, Plays on words Juvenile fiction",jcbk,119.45454545454545
2948547, 9780802734105,Moo! / David LaRochelle ; illustrated by Mike Wohnoutka.,"LaRochelle, David",2013.,"Cows Juvenile fiction, Automobile driving Juvenile fiction, Conduct of life Juvenile fiction, Behavior Fiction, Humorous stories",jcbk,119.4
2925369, 9780823425990,"Come back, Ben / by Ann Hassett and John Hassett.","Hassett, Ann (Ann M.)",2013.,Balloons Juvenile fiction,jcbk,119.4
2925368,0823425991,"Come back, Ben / by Ann Hassett and John Hassett.","Hassett, Ann (Ann M.)",2013.,Balloons Juvenile fiction,jcbk,119.4
1377059, 9780802734099,Moo! / David LaRochelle ; illustrated by Mike Wohnoutka.,"LaRochelle, David",2013.,"Cows Juvenile fiction, Automobile driving Juvenile fiction, Conduct of life Juvenile fiction, Behavior Fiction, Humorous stories",jcbk,119.4
2729494,080273409X,Moo! / David LaRochelle ; illustrated by Mike Wohnoutka.,"LaRochelle, David",2013.,"Cows Juvenile fiction, Automobile driving Juvenile fiction, Conduct of life Juvenile fiction, Behavior Fiction, Humorous stories",jcbk,119.4
3137518, 0802734103,Moo! / David LaRochelle ; illustrated by Mike Wohnoutka.,"LaRochelle, David",2013.,"Cows Juvenile fiction, Automobile driving Juvenile fiction, Conduct of life Juvenile fiction, Behavior Fiction, Humorous stories",jcbk,119.4
986331, 9780439895293,The arrival / Shaun Tan.,"Tan, Shaun",2007.,"Emigration and immigration Comic books strips etc Juvenile literature, Immigrants Comic books strips etc Juvenile literature, Stories without words Juvenile literature, Comic books strips etc, Graphic novels",acbk,119.27272727272727
2925427, 9780439895294,The arrival / Shaun Tan.,"Tan, Shaun",2007.,"Emigration and immigration Comic books strips etc Juvenile literature, Immigrants Comic books strips etc Juvenile literature, Stories without words Juvenile literature, Comic books strips etc, Graphic novels",acbk,119.27272727272727
986333, 9780439895309,The arrival / Shaun Tan.,"Tan, Shaun",2007.,"Emigration and immigration Comic books strips etc Juvenile literature, Immigrants Comic books strips etc Juvenile literature, Stories without words Juvenile literature, Comic books strips etc, Graphic novels",acbk,119.27272727272727
1842295, 0439895308,The arrival / Shaun Tan.,"Tan, Shaun",2007.,"Emigration and immigration Comic books strips etc Juvenile literature, Immigrants Comic books strips etc Juvenile literature, Stories without words Juvenile literature, Comic books strips etc, Graphic novels",acbk,119.27272727272727
2989198,0439895294,The arrival / Shaun Tan.,"Tan, Shaun",2007.,"Emigration and immigration Comic books strips etc Juvenile literature, Immigrants Comic books strips etc Juvenile literature, Stories without words Juvenile literature, Comic books strips etc, Graphic novels",acbk,119.27272727272727
1932162,0307265781,Whitethorn Woods / Maeve Binchy.,"Binchy, Maeve, 1940-2012",2007.,"Highway bypasses Ireland Fiction, City and town life Ireland Fiction, Ireland Fiction",acbk,119.18181818181819
3447988,0618777083,Dodsworth in New York / written and illustrated by Tim Egan.,"Egan, Tim, 1957-",2007.,"Voyages and travels Juvenile fiction, New York N Y Fiction, Ducks Fiction, Adventure stories",jcbk,119.18181818181819
2759175, 9780618777082,Dodsworth in New York / written and illustrated by Tim Egan.,"Egan, Tim, 1957-",2007.,"Voyages and travels Juvenile fiction, New York N Y Fiction, Ducks Fiction, Adventure stories",jcbk,119.18181818181819
3393866, 9780307265784,Whitethorn Woods / Maeve Binchy.,"Binchy, Maeve, 1940-2012",2007.,"Highway bypasses Ireland Fiction, City and town life Ireland Fiction, Ireland Fiction",acbk,119.18181818181819
4122537, 9780545433969,Eva the enchanted ball fairy / by Daisy Meadows.,"Meadows, Daisy","2012, c2011.","Fairies Fiction, Parties Fiction, Tiaras Juvenile fiction, Jack Frost Fiction, Magic Fiction, Fantasy Fiction",jcbk,119.16666666666667
4122536,0545433967,Eva the enchanted ball fairy / by Daisy Meadows.,"Meadows, Daisy","2012, c2011.","Fairies Fiction, Parties Fiction, Tiaras Juvenile fiction, Jack Frost Fiction, Magic Fiction, Fantasy Fiction",jcbk,119.16666666666667
1478072, 0060525568,Fire and ice / Erin Hunter.,"Hunter, Erin",2003.,"Cats Juvenile fiction, Fantasy Fiction",jcbk,119.13333333333334
1478071,0060000031,Fire and ice / Erin Hunter.,"Hunter, Erin",2003.,"Cats Juvenile fiction, Fantasy Fiction",jcbk,119.13333333333334
1836208, 9780060000035,Fire and ice / Erin Hunter.,"Hunter, Erin",2003.,"Cats Juvenile fiction, Fantasy Fiction",jcbk,119.13333333333334
137853, 9780670021604,The black cat : a Richard Jury mystery / Martha Grimes.,"Grimes, Martha",2010.,"Jury Richard Fictitious character Fiction, Police England Fiction, Mystery fiction",acbk,119.125
137852,0670021601,The black cat : a Richard Jury mystery / Martha Grimes.,"Grimes, Martha",2010.,"Jury Richard Fictitious character Fiction, Police England Fiction, Mystery fiction",acbk,119.125
3714110,159448905X,The night watch / Sarah Waters.,"Waters, Sarah, 1966-",2006.,"World War 1939 1945 England London Fiction, London England History Bombardment 1940 1945 Fiction, London England History 1800 1950 Fiction, Historical fiction, War stories",acbk,119.08333333333333
169194,1616206179,Leave me : a novel / Gayle Forman.,"Forman, Gayle",2016.,"Working mothers Fiction, Home Psychological aspects Fiction, Self realization in women Fiction, Self actualization Psychology Fiction, Heart diseases in women Fiction, Runaway wives Fiction, Family secrets Fiction",acbk,119.0
2325479, 9780865479418,The antidote : happiness for people who can't stand positive thinking / Oliver Burkeman.,"Burkeman, Oliver",2012.,"Happiness, Positive psychology, Negativism",acbk,119.0
2728301, 0544562372,Big Dog and Little Dog wearing sweaters / Dav Pilkey.,"Pilkey, Dav, 1966-",2015.,"Dogs Juvenile fiction, Dogs Fiction",jcbk,119.0
2725406,1608869342,Adventure time comics. Volume 1.,0,2017.,"Finn Fictitious character from Ward Comic books strips etc, Jake Fictitious character from Ward Comic books strips etc, Adventure and adventurers Comic books strips etc, Human animal relationships Comic books strips etc, Comic books strips etc United States, Adventure and adventurers Fiction, Fantasy, Cartoons and comics, Comics Graphic works, Graphic novels",jcbk,119.0
190946, 9781416540274,Why time flies : a mostly scientific investigation / Alan Burdick.,"Burdick, Alan",2017.,Time measurements Popular works,acbk,119.0
2344625, 9780439894012,Emma and Julia love ballet / Barbara McClintock.,"McClintock, Barbara",2016.,"Ballet dancers Juvenile fiction, Ballet Juvenile fiction, Dance recitals Juvenile fiction, Ballet dancing Fiction, Ballet Fiction",jcbk,119.0
3531062,0763668869,Francine Poulet meets the ghost raccoon / Kate DiCamillo ; illustrated by Chris Van Dusen.,"DiCamillo, Kate",2015.,"Animal welfare Juvenile fiction, Dangerous animals Control Juvenile fiction, Raccoon Juvenile fiction, Fear Juvenile fiction, Animal welfare Fiction, Dangerous animals Control Fiction, Raccoon Fiction, Fear Fiction",jcbk,119.0
2325478,0865479410,The antidote : happiness for people who can't stand positive thinking / Oliver Burkeman.,"Burkeman, Oliver",2012.,"Happiness, Positive psychology, Negativism",acbk,119.0
4126202, 9781616206178,Leave me : a novel / Gayle Forman.,"Forman, Gayle",2016.,"Working mothers Fiction, Home Psychological aspects Fiction, Self realization in women Fiction, Self actualization Psychology Fiction, Heart diseases in women Fiction, Runaway wives Fiction, Family secrets Fiction",acbk,119.0
3531063, 9780763668860,Francine Poulet meets the ghost raccoon / Kate DiCamillo ; illustrated by Chris Van Dusen.,"DiCamillo, Kate",2015.,"Animal welfare Juvenile fiction, Dangerous animals Control Juvenile fiction, Raccoon Juvenile fiction, Fear Juvenile fiction, Animal welfare Fiction, Dangerous animals Control Fiction, Raccoon Fiction, Fear Fiction",jcbk,119.0
2728300,0544530977,Big Dog and Little Dog wearing sweaters / Dav Pilkey.,"Pilkey, Dav, 1966-",2015.,"Dogs Juvenile fiction, Dogs Fiction",jcbk,119.0
2728302, 9780544530973,Big Dog and Little Dog wearing sweaters / Dav Pilkey.,"Pilkey, Dav, 1966-",2015.,"Dogs Juvenile fiction, Dogs Fiction",jcbk,119.0
190945,141654027X,Why time flies : a mostly scientific investigation / Alan Burdick.,"Burdick, Alan",2017.,Time measurements Popular works,acbk,119.0
960701, 9781608869343,Adventure time comics. Volume 1.,0,2017.,"Finn Fictitious character from Ward Comic books strips etc, Jake Fictitious character from Ward Comic books strips etc, Adventure and adventurers Comic books strips etc, Human animal relationships Comic books strips etc, Comic books strips etc United States, Adventure and adventurers Fiction, Fantasy, Cartoons and comics, Comics Graphic works, Graphic novels",jcbk,119.0
1627921, 9780544562370,Big Dog and Little Dog wearing sweaters / Dav Pilkey.,"Pilkey, Dav, 1966-",2015.,"Dogs Juvenile fiction, Dogs Fiction",jcbk,119.0
2049876, 9781501143205,The river at night / Erica Ferencik.,"Ferencik, Erica",2017.,"Wilderness areas Maine Fiction, Wilderness survival Fiction, Life change events Fiction, Thrillers Fiction",acbk,119.0
2049875, 9781501143199,The river at night / Erica Ferencik.,"Ferencik, Erica",2017.,"Wilderness areas Maine Fiction, Wilderness survival Fiction, Life change events Fiction, Thrillers Fiction",acbk,119.0
2049874, 1501143204,The river at night / Erica Ferencik.,"Ferencik, Erica",2017.,"Wilderness areas Maine Fiction, Wilderness survival Fiction, Life change events Fiction, Thrillers Fiction",acbk,119.0
877833,1501143190,The river at night / Erica Ferencik.,"Ferencik, Erica",2017.,"Wilderness areas Maine Fiction, Wilderness survival Fiction, Life change events Fiction, Thrillers Fiction",acbk,119.0
3441686,0439894018,Emma and Julia love ballet / Barbara McClintock.,"McClintock, Barbara",2016.,"Ballet dancers Juvenile fiction, Ballet Juvenile fiction, Dance recitals Juvenile fiction, Ballet dancing Fiction, Ballet Fiction",jcbk,119.0
3004519,0618790241,Bug patrol / by Denise Dowling Mortensen ; illustrated by Cece Bell.,"Mortensen, Denise Dowling",2013.,"Stories in rhyme Juvenile fiction, Insects Juvenile fiction, Police Juvenile fiction",jcbk,119.0
3004520, 9780618790241,Bug patrol / by Denise Dowling Mortensen ; illustrated by Cece Bell.,"Mortensen, Denise Dowling",2013.,"Stories in rhyme Juvenile fiction, Insects Juvenile fiction, Police Juvenile fiction",jcbk,119.0
3074691,0307593916,Please look after mom : a novel / Kyung-sook Shin ; translated from the Korean by Chi-Young Kim.,"Sin, Kyŏng-suk",2011.,"Mothers Fiction, Families Fiction, Sacrifice Fiction, Seoul Korea Fiction",acbk,118.85714285714286
3324552,054742891X,Martha and Skits out west / adaptation by Jamie White ; based on a TV series teleplay written by Dietrich Smith and Raye Lankford ; based on characters created by Susan Meddaugh.,"White, Jamie",2011.,"Martha Fictitious character Meddaugh Juvenile fiction, Dogs Fiction, Vacations Juvenile fiction, Cattle drives Juvenile fiction, Montana Juvenile fiction",jcbk,118.85714285714286
3341919, 9780307593917,Please look after mom : a novel / Kyung-sook Shin ; translated from the Korean by Chi-Young Kim.,"Sin, Kyŏng-suk",2011.,"Mothers Fiction, Families Fiction, Sacrifice Fiction, Seoul Korea Fiction",acbk,118.85714285714286
3324554, 9780547428918,Martha and Skits out west / adaptation by Jamie White ; based on a TV series teleplay written by Dietrich Smith and Raye Lankford ; based on characters created by Susan Meddaugh.,"White, Jamie",2011.,"Martha Fictitious character Meddaugh Juvenile fiction, Dogs Fiction, Vacations Juvenile fiction, Cattle drives Juvenile fiction, Montana Juvenile fiction",jcbk,118.85714285714286
3324553, 9780547210742,Martha and Skits out west / adaptation by Jamie White ; based on a TV series teleplay written by Dietrich Smith and Raye Lankford ; based on characters created by Susan Meddaugh.,"White, Jamie",2011.,"Martha Fictitious character Meddaugh Juvenile fiction, Dogs Fiction, Vacations Juvenile fiction, Cattle drives Juvenile fiction, Montana Juvenile fiction",jcbk,118.85714285714286
1840071, 0756695295,Heroes in action / written by Shari Last,"Last, Shari",2012.,"Heroes Juvenile fiction, LEGO toys Juvenile fiction",jcbk,118.83333333333333
2304131,0307268845,The newlyweds : a novel / Nell Freudenberger.,"Freudenberger, Nell",2012.,"Newlyweds Fiction, Domestic fiction",acbk,118.83333333333333
